source_database,source_file,record_type,title,abstract,journal,year,authors,doi,pmid,accession_number,query_id
wos,WoS-queryA1.ris,JOUR,German Cardiac Arrest Registry: rationale and design of G-CAR,"Background In Germany, 70,000-100,000 persons per year suffer from out-of-hospital cardiac arrest (OHCA). Despite medical progress, survival rates with good neurological outcome remain low. For many important clinical issues, no or only insufficient evidence from randomised trials is available. Therefore, a systemic and standardised acquisition of the treatment course and of the outcome of OHCA patients is warranted.",CLINICAL RESEARCH IN CARDIOLOGY,2023,"Pöss, J; Sinning, C; Schreiner, I; Apfelbacher, C; Drewitz, KP; Hösler, N; Schneider, S; Pieske, B; Böttiger, BW; Ewen, S; Wienbergen, H; Kelm, M; Bock, D; Graf, T; Adler, C; Dutzmann, J; Knie, W; Orban, M; Zeymer, U; Michels, G; Thiele, H",10.1007/s00392-022-02044-9,,WOS:000814027500001,A
wos,WoS-queryA1.ris,JOUR,"An international, consensus-derived Core Outcome Set for Cardiac Arrest effectiveness trials: the COSCA initiative",Purpose of review,CURRENT OPINION IN CRITICAL CARE,2019,"Haywood, KL; Whitehead, L; Perkins, GD",10.1097/MCC.0000000000000612,,WOS:000480678000005,A
wos,WoS-queryA1.ris,JOUR,"Paediatric Resuscitation Outcome in Children with Heart Disease (ProCHD): protocol of a Germany-wide multicentre, prospective open registry","Introduction While paediatric cardiac arrest is a rare event, consequences for the patients are significant with a considerable risk of morbidity, disability and mortality. The risk of cardiac arrest is substantially increased in children with congenital heart disease. Nevertheless, there is a lack of data concerning this population. To close this knowledge gap, this multicentre, prospective, open registry aims to implement a standardised structure for data collection and follow-up of paediatric cardiac arrests associated with heart diseases in Germany. Methods and analysis All paediatric patients who experience a cardiac arrest and receive at least 2 minutes of cardiopulmonary resuscitation are invited to participate in this registry. The dataset comprises demographical, clinical, resuscitation and outcome data, collected in accordance with the Utstein guidelines. Neurological assessments, cognitive and motor tests are conducted at fixed intervals. Additionally, patient-reported outcome measures will be surveyed. Primary outcomes are survival to discharge and neurodevelopmental outcome after discharge and 2 years. The data are pseudonymised prior to submission to an online REDCap database, which is centrally hosted on a server located in Leipzig, Germany. Ethics and dissemination This study follows the Declaration of Helsinki and received ethical approval from the Ethics Committee in Leipzig. Registry results will allow us to understand the epidemiology, guideline adherence, risk factors and will be presented at conferences and submitted to a peer-reviewed journal for publication.",BMJ OPEN,2026,"Markel, F; Kramer, P; Anand, J; Heimberg, E; Herbsleb, V; Amann, V; Herberg, U; du Vernay, FV; Seidemann, K; Liem, L; Michaelis, A; Schmitt, K; Weidenbach, M",10.1136/bmjopen-2025-107163,,WOS:001664538100001,A
wos,WoS-queryA1.ris,JOUR,"The Danish-Norwegian randomized trial on beta-blocker therapy after myocardial infarction: Design, rationale, and baseline characteristics","Background and aims The evidence for beta-blocker therapy after myocardial infarction (MI) is randomized trials conducted more than 30 years ago, and the continued efficacy has been questioned.Design and methods The ongoing Danish (DANBLOCK) and Norwegian (BETAMI) randomized beta-blocker trials are joined to evaluate the effectiveness and risks of long-term beta-blocker therapy after MI. Patients with normal or mildly reduced left ventricular ejection fraction (LVEF >= 40%) will be randomized to open-label treatment with beta-blockers or no such therapy. The event-driven trial will randomize similar to 5700 patients and continue until 950 primary endpoints have occurred. As of July 2023, 5228 patients have been randomized. Of the first 4000 patients randomized, median age was 62 years, 79% were men, 48% had a ST-segment elevation myocardial infarction (STEMI), and 84% had a normal LVEF. The primary endpoint is a composite of adjudicated recurrent MI, incident heart failure (HF), coronary revascularization, ischaemic stroke, all-cause mortality, malignant ventricular arrhythmia, or resuscitated cardiac arrest. The primary safety endpoint includes a composite of recurrent MI, HF, all-cause mortality, malignant ventricular arrhythmia, or resuscitated cardiac arrest 30 days after randomization. Secondary endpoints include each of the components of the primary endpoint, patient-reported outcomes, and other clinical outcomes linked to beta-blocker therapy. The primary analysis will be conducted according to the intention-to-treat principle using a Cox proportional hazards regression model. End of follow-up is expected in December 2024.Conclusion The combined BETAMI-DANBLOCK trial will have the potential to affect current clinical practice for beta-blocker therapy in patients with normal or mildly reduced LVEF after MI.",EUROPEAN HEART JOURNAL-CARDIOVASCULAR PHARMACOTHERAPY,2024,"Kristensen, AMD; Munkhaugen, J; Halvorsen, S; Olsen, MH; Bakken, A; Sehested, TSG; Ruddox, V; Lange, T; Fagerland, MW; Torp-Pedersen, C; Prescott, E; Atar, D",10.1093/ehjcvp/pvad093,,WOS:001126272400001,A
wos,WoS-queryA1.ris,JOUR,Determinants of health-related quality of life after out-of-hospital cardiac arrest (OHCA): A systematic review,"Objective: With a growing number of out-of-hospital cardiac arrest (OHCA) survivors globally, the focus of OHCA management has now broadened to survivorship. An outcome central to survivorship is health-related quality of life (HRQoL). This systematic review aimed to synthesise evidence related to the determinants of HRQoL of OHCA survivors.Methods: We systematically searched MEDLINE, Embase, and Scopus from inception to 15 August 2022 to identify studies investigating the asso-ciation of at least one determinant and HRQoL in adult OHCA survivors. All articles were independently reviewed by two investigators. We abstracted data pertaining to determinants and classified them using a well-established HRQoL theoretical framework - the Wilson and Cleary (re-vised) model.Results: 31 articles assessing a total of 35 determinants were included. Determinants were classified into the five domains in the HRQoL model. 26 studies assessed determinants related to individual characteristics (n = 3), 12 studied biological function (n = 7), nine studied symptoms (n = 3), 16 studied functioning (n = 5), and 35 studied characteristics of the environment (n = 17). In studies that included multivariable analyses, most reported that individual characteristics (older age, female sex), symptoms (anxiety, depression), and functioning (impaired neurocognitive function) were sig-nificantly associated with poorer HRQoL.Conclusions: Individual characteristics, symptoms, and functioning played significant roles in explaining the variability in HRQoL. Significant non-modifiable determinants such as age and sex could be used to identify populations at risk of poorer HRQoL, while significant modifiable determinants such as psychological health and neurocognitive functioning could serve as targets for post-discharge screening and rehabilitation plans.",RESUSCITATION,2023,"Pek, PP; Fan, KC; Ong, MEH; Luo, N; Ostbye, T; Lim, SL; Ho, AF",10.1016/j.resuscitation.2023.109794,,WOS:001001962600001,A
wos,WoS-queryA1.ris,JOUR,Health-Related Quality of Life in Traumatic Brain Injury: Is a Proxy Report Necessary?,"Despite its importance to care, clinicians and researchers often discount patient-reported outcomes in favor of proxy reports, in persons with traumatic brain injury (TBI). The rationale relates to concerns about lack of awareness of patients regarding their functioning. However, although lack of awareness occurs in some patients with severe TBI, or in TBI involving certain lesion locations, or very soon after injury, this conclusion has been overgeneralized. The objective of this study is to determine the validity of patient-reported health-related quality of life by evaluating its relationship to injury severity and more objective indices of outcome, in a representative series of adults with TBI. A consecutive sample of 374 persons with TBI at least 14 years old, and having a post-resuscitation Glasgow Coma Scale score 12, an acute seizure, or a CT scan showing TBI- related findings. Seventy-six percent (374/491) of the eligible survivors were assessed at 6 months post-injury on the Life Satisfaction Survey. The greatest decrease in satisfaction was in the ability to think and remember, work, receive adequate income, and participate in leisure and recreational activities. Dissatisfaction significantly related to the functional limitation in that area as judged by the patients themselves (p<0.001) or by someone who knew them well (p0.001). The most severely injured group reported the most dissatisfaction for 13 out of 17 areas assessed. Patients with TBI, in general, do not need a proxy to report on their behalf regarding their functional limitations or health-related quality of life.",JOURNAL OF NEUROTRAUMA,2013,"Machamer, J; Temkin, N; Dikmen, S",10.1089/neu.2013.2920,,WOS:000326328400002,A
wos,WoS-queryA1.ris,JOUR,"International Consensus on Evidence Gaps and Research Opportunities in Extracorporeal Cardiopulmonary Resuscitation for Refractory Out-of-Hospital Cardiac Arrest: A Report From the National Heart, Lung, and Blood Institute Workshop","The increased accessibility of extracorporeal membrane oxygenation following the COVID-19 pandemic and the publication of the first randomized trial of extracorporeal cardiopulmonary resuscitation (ECPR) prompted the National Heart, Lung, and Blood Institute to sponsor a workshop on ECPR. Two more randomized trials have since been published in 2022 and 2023. Based on the combined findings and review of the evidence, an international panel of authors identified gaps in science, inequities in care and diversity in outcomes, and suggested research opportunities and next steps. The science pertaining to ECPR would benefit from the United States contributing uniform data to existing registries and sharing common data with the ELSO (Extracorporeal Life Support Organization) international registry to increase the sample size for observational research. In addition, well-designed efficacy trials, recruiting across different regions of care evaluating long-term follow-up, including patient reported outcomes, cost effectiveness, and equity measures, would contribute significantly to the body of science. Workshop participants defined the population of patients with out-of-hospital cardiac arrest most likely to benefit from ECPR. ECPR-eligible patients include those aged 18 to 75 years functioning independently without comorbidity; before suffering a witnessed out-of-hospital cardiac arrest and without any obvious cause of the cardiac arrest; presenting in a shockable rhythm and transported with mechanical cardiopulmonary resuscitation to an ECPR-capable institute within 30 minutes, which is recommended after 3 rounds of advanced life support treatment without return of spontaneous circulation. There are significant inequities in out-of-hospital cardiac arrest care that need to be addressed such that outcomes are optimized for each target region before implementing ECPR in a clinical or implementation trial.",JOURNAL OF THE AMERICAN HEART ASSOCIATION,2025,"Morrison, LJ; Hunt, EA; Grunau, B; Aufderheide, TP; Callaway, C; Tonna, JE; Sasson, C; Blewer, A; Mcnally, BF; Yannopoulos, D; Belohlavek, J; Bartos, J; Combes, A; Idris, A; Merchant, RM; States, L; Tinsley, E; Wong, RE; Youngquist, ST; Sopko, G; Kern, KB",10.1161/JAHA.124.036108,,WOS:001446603100001,A
wos,WoS-queryA1.ris,JOUR,COSCA (Core Outcome Set for Cardiac Arrest) in Adults: An Advisory Statement From the International Liaison Committee on Resuscitation,"Cardiac arrest effectiveness trials have traditionally reported outcomes that focus on survival. A lack of consistency in outcome reporting between trials limits the opportunities to pool results for meta-analysis. The COSCA initiative (Core Outcome Set for Cardiac Arrest), a partnership between patients, their partners, clinicians, research scientists, and the International Liaison Committee on Resuscitation, sought to develop a consensus core outcome set for cardiac arrest for effectiveness trials. Core outcome sets are primarily intended for large, randomised clinical effectiveness trials (sometimes referred to as pragmatic trials or phase III/IV trials) rather than for pilot or efficacy studies. A systematic review of the literature combined with qualitative interviews among cardiac arrest survivors was used to generate a list of potential outcome domains. This list was prioritised through a Delphi process, which involved clinicians, patients, and their relatives/partners. An international advisory panel narrowed these down to 3 core domains by debate that led to consensus. The writing group refined recommendations for when these outcomes should be measured and further characterised relevant measurement tools. Consensus emerged that a core outcome set for reporting on effectiveness studies of cardiac arrest (COSCA) in adults should include survival, neurological function, and health-related quality of life. This should be reported as survival status and modified Rankin scale score at hospital discharge, at 30 days, or both. Health-related quality of life should be measured with >= 1 tools from Health Utilities Index version 3, Short-Form 36-Item Health Survey, and EuroQol 5D-5L at 90 days and at periodic intervals up to 1 year after cardiac arrest, if resources allow. (C) 2018 European Resuscitation Council and American Heart Association, Inc. Published by Elsevier B.V. All rights reserved.",RESUSCITATION,2018,"Haywood, K; Whitehead, L; Nadkarni, VM; Achana, F; Beesems, S; Böttiger, BW; Brooks, A; Castrén, M; Ong, MEH; Hazinski, MF; Koster, RW; Lilja, G; Long, J; Monsieurs, KG; Morley, PT; Morrison, L; Nichol, G; Oriolo, V; Saposnik, G; Smyth, M; Spearpoint, K; Williams, B; Perkins, GD",10.1016/j.resuscitation.2018.03.022,,WOS:000433579800035,A
wos,WoS-queryA1.ris,JOUR,"Low physical activity level in out-of-hospital cardiac arrest survivors with obesity, mobility problems and cognitive impairment: Results from the TTM2 trial","Aims: To describe the level of physical activity 6 months after an out-of-hospital cardiac arrest (OHCA) and to explore potential risk factors of a low level of physical activity. Methods: Post-hoc analyses of the international multicentre Targeted Hypothermia versus Targeted Normothermia after Out-of-Hospital Cardiac arrest (TTM2) trial. At 6 months, survivors at 61 sites in Europe, Australia and New Zeeland were invited to a follow-up. The participants answered two questions on self-reported physical activity. Answers were categorized as a low, moderate, or high level of physical activity and further dichotomized into a low versus moderate/high level of physical activity. Potential risk factors for a low level of physical activity were collected and investigated by univariable and multivariable logistic regression. Results: At 6 months, 807 of 939 (86%) OHCA survivors answered the two questions of physical activity; 34% reported a low, 44% moderate and 22% high level of physical activity. Obesity (OR = 1.75, 95% CI 1.10-2.77, p = 0.018), mobility problems by EuroQol 5 dimensions 5 levels (OR = 1.73, 95% CI 1.06-2.84, p = 0.029), and cognitive impairment by Symbol Digit Modalities Test (OR = 1.78, 95% CI 1.13-2.82, p = 0.013) were significantly associated with a low level of physical activity in the multivariable analysis. Conclusion: One third of the OHCA survivors reported a low level of physical activity. Obesity, mobility problems, and cognitive impairment were associated with a low level of physical activity.",RESUSCITATION,2024,"Heimburg, K; Nordström, EB; Dankiewicz, J; Friberg, H; Grejs, AM; Hänggi, M; Keeble, TR; Kirkegaard, H; Nielsen, N; Rylander, C; Tornberg, AB; Ullén, S; Wise, MP; Cronberg, T; Lilja, G",10.1016/j.resuscitation.2024.110407,,WOS:001337723600001,A
wos,WoS-queryA1.ris,JOUR,Web-Based Distress Management for Implantable Cardioverter Defibrillator Patients: A Randomized Controlled Trial,"Objective: Sudden cardiac arrest caused by cardiac arrhythmias is 1 of the leading causes of death worldwide. Implantable cardioverter defibrillators (ICDs) are considered as standard care for patients with increased risk of arrhythmias. However, 1 in 4 ICD patients experiences psychological distress post-ICD implantation. The WEB-based distress management program for ICD patients (WEBCARE) was developed to mitigate anxiety and depression and enhance health-related quality of life in ICD patients. This study investigates the 6-and 12-months outcomes. Method: A total of 289 consecutive ICD patients from 6 referral hospitals in the Netherlands were randomized to either the WEBCARE (n = 146) or usual care (n = 143) group. Patients in the WEBCARE group received an online, 12-weeks fixed, 6 lesson behavioral treatment based on problem solving therapy. Patients in the usual care group receive care as usual. Results: Current findings show no significant difference on anxiety, depression or quality of life between the WEBCARE and Usual Care group at 6-and 12-months postimplantation. Conclusions: In this clinical trial of a Web-based behavioral intervention for ICD patients, the Web-based treatment was not superior to usual care on the long-term regarding patient reported outcomes. Future studies are warranted to examine the applicability of blended-care models and focus on further personalizing the program in order to increase adherence and improve outcomes.",HEALTH PSYCHOLOGY,2017,"Habibovic, M; Denollet, J; Cuijpers, P; van der Voort, PH; Herrman, JP; Bouwels, L; Valk, SDA; Alings, M; Theuns, DAMJ; Pedersen, SS",10.1037/hea0000451,,WOS:000398912300011,A
wos,WoS-queryA1.ris,JOUR,Brain-related outcome measures in trials recruiting critically-ill children,Purpose of review,CURRENT OPINION IN PEDIATRICS,2019,"Fink, EL; Tasker, RC",10.1097/MOP.0000000000000826,,WOS:000509694900014,A
