source_database,source_file,record_type,title,abstract,journal,year,authors,doi,pmid,accession_number,query_id
wos,WoS-queryA3.ris,JOUR,Early resuscitation with lyophilized plasma provides equal neuroprotection compared with fresh frozen plasma in a large animal survival model of traumatic brain injury and hemorrhagic shock,"BACKGROUND: Combined traumatic brain injury (TBI) and hemorrhagic shock (HS) is highly lethal. In previous models of combined TBI + HS, we showed that early resuscitation with fresh frozen plasma (FFP) improves neurologic outcomes. Delivering FFP, however, in austere environments is difficult. Lyophilized plasma (LP) is a logistically superior alternative to FFP, but data are limited regarding its efficacy for treatment of TBI. We conducted this study to determine the safety and long-term outcomes of early treatment with LP in a large animal model of TBI + HS.",JOURNAL OF TRAUMA AND ACUTE CARE SURGERY,2016,"Halaweish, I; Bambakidis, T; Nikolian, VC; Georgoff, P; Bruhn, P; Piascik, P; Buckley, L; Srinivasan, A; Liu, BL; Li, YQ; Alam, HB",10.1097/TA.0000000000001204,,WOS:000389237900012,A
wos,WoS-queryA3.ris,JOUR,"Prevalence, Timing, and Predictors of Patients Who Had New and/or Updated Goals of Care While in the ICU: A Multicenter Retrospective Study","Objectives:Timely documentation of patient-concordant goals of care (GOC) in the ICU aims to promote patient autonomy and patient-centered care where the harms of interventions outweigh the potential benefits. This study examined the prevalence, timing, and predictors of ICU patients undergoing new and updated GOC documentation events while in the ICU.Design:Multicenter retrospective study.Setting and Patients:All adults admitted to four ICUs from July 1, 2023, to December 31, 2023.Interventions:None.Main Outcomes:The primary outcome was to determine the prevalence, timing, and predictors of new-GOC and updated-GOC documentation events following ICU admission.Measurements and Main Results:We used multivariable logistic regression to identify predictors for new-GOC or updated-GOC documentation events using a backward stepwise elimination. Of the 2130 patients included, 13.3% (n = 284) had a new-GOC documentation event, and 16.3% (n = 346) had an updated-GOC documentation event. New-GOC events occurred sooner than updated-GOC events (median [interquartile range]: 18.3 [7.8-70.5] vs 73.7 [22.7-157.8] hr). Factors associated with GOC documentation events included age (odds ratio [OR] = 1.02, 95% CI, 1.01-1.03), frailty (OR = 1.30; 95% CI, 1.16-1.46), Sequential Organ Failure Assessment (SOFA) (OR = 1.23, 95% CI, 1.17-1.29), metastatic cancer (OR = 3.69, 95% CI, 2.17-6.26), ICU admission post medical emergency team review (OR = 1.94, 95% CI, 1.40-2.69), and cardiac arrest (OR = 2.23, 95% CI, 1.22-4.06) and if pre-ICU GOC had established treatment limitations, namely selective treatment goals (OR = 4.33, 95% CI, 3.18-5.90) or comfort-based treatment goals (OR = 7.66, 95% CI, 2.72-21.61). Apart from SOFA, all other factors remained significantly associated with GOC documentation events, even after accounting for ICU mortality as a competing outcome.Conclusions:Almost 30% of patients had new- or updated-GOC documentation events while in ICU. Increasing age, higher SOFA scores, metastatic cancer, frailty, cardiac arrest, and ICU admission post-MET review predicted GOC changes while in ICU.",CRITICAL CARE MEDICINE,2025,"Lai, D; Ling, RR; Michel, C; Hwang, D; Parikh, T; Planche, Y; Ueno, R; Pilcher, D; Subramaniam, A",10.1097/CCM.0000000000006663,,WOS:001521414000022,A
wos,WoS-queryA3.ris,JOUR,Investigating Users' Attitudes Toward Automated Smartwatch Cardiac Arrest Detection: Cross-Sectional Survey Study,"Background: Out-of-hospital cardiac arrest (OHCA) is a leading cause of mortality in the developed world. Timely detection of cardiac arrest and prompt activation of emergency medical services (EMS) are essential, yet challenging. Automated cardiac arrest detection using sensor signals from smartwatches has the potential to shorten the interval between cardiac arrest and activation of EMS, thereby increasing the likelihood of survival. Objective: This cross-sectional survey study aims to investigate users' perspectives on aspects of continuous monitoring such as privacy and data protection, as well as other implications, and to collect insights into their attitudes toward the technology. Methods: We conducted a cross-sectional web-based survey in the Netherlands among 2 groups of potential users of automated cardiac arrest technology: consumers who already own a smartwatch and patients at risk of cardiac arrest. Surveys primarily consisted of closed-ended questions with some additional open-ended questions to provide supplementary insight. The quantitative data were analyzed descriptively, and a content analysis of the open-ended questions was conducted. Results: In the consumer group (n=1005), 90.2% (n=906; 95% CI 88.1%-91.9%) of participants expressed an interest in the technology, and 89% (n=1196; 95% CI 87.3%-90.7%) of the patient group (n=1344) showed interest. More than 75% (consumer group: n= 756; patient group: n=1004) of the participants in both groups indicated they were willing to use the technology. The main concerns raised by participants regarding the technology included privacy, data protection, reliability, and accessibility. Conclusions: The vast majority of potential users expressed a strong interest in and positive attitude toward automated cardiac arrest detection using smartwatch technology. However, a number of concerns were identified, which should be addressed in the development and implementation process to optimize acceptance and effectiveness of the technology.",JMIR HUMAN FACTORS,2024,"van den Beuken, WMF; van Schuppen, H; Demirtas, D; van Halm, VP; van der Geest, P; Loer, SA; Schwarte, LA; Schober, P",10.2196/57574,,WOS:001282403400001,A
wos,WoS-queryA3.ris,JOUR,"A 14-Year-Old Boy With Neck Pain, Fevers, and Diffuse Erythematous Rash","A previously healthy 14-year-old boy developed right-sided neck pain, tachycardia, a diffuse erythematous rash, and subjective fevers over 2 days. He sought medical attention in a local urgent care clinic, where he had a negative Sars-CoV-2 antigen test and was referred to the local emergency department (ED) for persistent tachycardia and further workup. After fluid resuscitation, his tachycardia was not improved, so he was admitted to the Pediatric Hospital Medicine Service. Physical examination showed large areas of erythema and erythroderma of multiple body sites, perioral sparing, increased erythema in flexor skin folds, posterior soft palate petechiae, and a white strawberry tongue. There was a small, tender lesion with surrounding erythema without discharge on his right neck thought to be a possible entry point for infection. Laboratory results showed thrombocytopenia, normal white blood cell count, normal hemoglobin concentration, absolute lymphopenia, and an elevated C-reactive protein (CRP) to 130 mg/L. He was started on intravenous fluids and antibiotics for a presumed infectious cause of the rash and laboratory findings. The next morning, an expanded diagnostic workup was undertaken including electrocardiogram, echocardiogram, ferritin, triglycerides, liver enzymes, lactate dehydrogenase (LDH), brain natriuretic peptide, coagulation studies, and fibrinogen. With treatment and supportive care, his tachycardia and energy improved, so he was discharged with oral antibiotics and follow-up with the Infectious Disease Clinic in 2 days. When seen in follow-up, he was immediately admitted to the hospital for worsening fatigue, tachycardia, and new findings that prompted multiple consultations, and transfer to pediatric critical care services.",PEDIATRICS,2022,"Recker, A; Patel, S; Baus, C; Wittler, R; Jefferson, M; Teran, P; McClure, A",10.1542/peds.2022-056508,,WOS:000918423000017,A
wos,WoS-queryA3.ris,JOUR,Plasma metabolite score correlates with Hypoxia time in a newly born piglet model for asphyxia,"Hypoxic-ischemic encephalopathy (HIE) secondary to perinatal asphyxia is a leading cause of mortality and acquired long-term neurologic co-morbidities in the neonate. The most successful intervention for the treatment of moderate to severe HIE is moderate whole body hypothermia initiated within 6 h from birth. The objective and prompt identification of infants who are at risk of developing moderate to severe HIE in the critical first hours still remains a challenge. This work proposes a metabolite score calculated based on the relative intensities of three metabolites (choline, 6,8-dihydroxypurine and hypoxanthine) that showed maximum correlation with hypoxia time in a consolidated piglet model for neonatal hypoxia-ischemia. The metabolite score's performance as a biomarker for perinatal hypoxia and its usefulness for clinical grading and decision making have been assessed and compared to the performance of lactate which is currently considered the gold standard. For plasma samples withdrawn before and directly after a hypoxic insult, the metabolite score performed similar to lactate. However, it provided an enhanced predictive capacity at 2 h after resuscitation. The present study evidences the usefulness of the metabolite score for improving the early assessment of the severity of the hypoxic insult based on serial determinations in a minimally invasive biofluid. The applicability of the metabolite score for clinical diagnosis and patient stratification for hypothermia treatment has to be confirmed in multicenter trials involving newborns suffering from HIE.",REDOX BIOLOGY,2017,"Kuligowskia, J; Solberg, R; Sánchez-Illana, A; Pankratov, L; Parra-Llorca, A; Quintás, G; Saugstad, OD; Vento, M",10.1016/j.redox.2017.02.002,,WOS:000403328700001,A
wos,WoS-queryA3.ris,JOUR,"Long-Term Impact of Global Pediatrics Curriculum, Experience, and Mentorship in Pediatric Residency","Global health education is offered increasingly during residency training. The University of Minnesota has offered a global pediatrics track to residents since 2005. This study aimed to understand the impacts of a global pediatrics track on graduates' career choices, skills, and current engagement in global health. An electronic survey was sent to 110 track graduates in February to April 2020. Data were analyzed with descriptive statistics and paired t-tests. Content analysis of written comments was conducted. The response rate was 62% overall, varying by question. Overall, 75% of responding graduates reported global pediatrics track participation affected their career choices. Eighty-four percent recalled plans to work in global health after graduation and 64% of respondents reported working in global health abroad or at home at the time of the survey. Incorporation of public health and global research represented the greatest percentage change in career plans from the time of enrollment to graduation (24% and 27%, respectively). Ninety-five percent of respondents reported that track participation improved their ability to elicit information about cultural beliefs and practices, and 86% reported improvement in cost-conscious care. An increase in global health knowledge and skills was the most common category of impact cited by respondents. Neonatal resuscitation, bubble continuous positive airway pressure, and homemade spacers for metered-dose inhalers were the most used global health-adapted skills. Our study found that graduates of the global pediatrics track perceive their participation affected their knowledge, skills, and attitudes positively, with the potential to improve clinical care and promote health equity locally and globally.",AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,2022,"Ojo, I; Wu, A; Lauden, S; Slusher, T; Gladding, S; Danich, E; Howard, C",10.4269/ajtmh.21-1014,,WOS:000797995100013,A
wos,WoS-queryA3.ris,JOUR,DIVERGENT EFFECTS OF HYPERTONIC FLUID RESUSCITATION ON RENAL PATHOPHYSIOLOGICAL AND STRUCTURAL PARAMETERS IN RAT MODEL OF LOWER BODY ISCHEMIA/REPERFUSION-INDUCED STERILE INFLAMMATION,"The pathogenesis of acute kidney injury (AKI) is characterized by the deterioration of tissue perfusion and oxygenation and enhanced inflammation. The purpose of this study was to investigate whether or not the hemodynamic and inflammatory effects of hypertonic saline (HS) protect the kidney by promoting renal microcirculatory oxygenation and possible deleterious effects of HS due to its high sodium content on renal functional and structural injury following ischemia/reperfusion. Mechanically ventilated and anesthetized ratswere randomly divided into four groups (n = 6 per group): a sham-operated control group; a group subjected to renal ischemia for 45 min by supra-aortic occlusion followed by 2 h of reperfusion (I/R); and I/R group treated with a continuous i.v. infusion (5 mL/kg/h) of either % 0.9 NaCl (IR+NS) or % 10 NaCl (I/R+HS) after releasing the clamp. Systemic and renal hemodynamic, renal cortical (C mu PO2), and medullar microcirculatory pO(2) (M mu PO2) are measured by the oxygen-dependent quenching of the phosphorescence lifetime technique. Renal functional, inflammatory, and tissues damage parameters were also assessed. HS, but not NS, treatment restored I/R-induced reduced mean arterial pressure, C mu PO2, renal oxygen deliver (DO2ren), and consumption (VO2ren). HS caused a decrease in tubular sodium reabsorption (TNa+) that correlated with an elevation of fractional sodium excretion (EFNa+) and urine output. HS had an anti-inflammatory effect by reducing the levels TNF-alpha, IL-6, and hyaluronic acid in the renal tissue samples as compared with the I/R and I/R+NS groups (P < 0.05). HS treatment was also associated with mild acidosis and an increased renal tubular damage. Despite HS resuscitation improving the systemic hemodynamics, microcirculatory oxygenation, and renal oxygen consumption as well as inflammation, it should be limited or strictly controlled for long-term use because of provoking widespread renal structural damage.",SHOCK,2018,"Ergin, B; Zuurbier, CJ; Kapucu, A; Ince, C",10.1097/SHK.0000000000001096,,WOS:000454036300006,A
wos,WoS-queryA3.ris,JOUR,Euglycemic DKA in a DPP-4 inhibitor patient following traumatic brain injury: A complex ICU glucose management challenge,"Rationale: Euglycemic diabetic ketoacidosis (EuDKA) is a rare variant of diabetic ketoacidosis (DKA), characterized by normal or near-normal glucose levels despite severe metabolic acidosis and ketosis. This condition poses a diagnostic challenge as it mimics DKA without the hallmark hyperglycemia. Recent studies have suggested an association between EuDKA and newer antidiabetic medications, including dipeptidyl peptidase-4 (DPP-4) inhibitors. Patient concern:A 57-year-old male with a history of type 2 diabetes, hypertension, ischemic heart disease, and rheumatoid arthritis developed EuDKA following a traumatic brain injury. Despite a blood glucose of 134 mg/dL, he exhibited classic features of DKA, including severe metabolic acidosis, low bicarbonate levels, an elevated anion gap, and positive urinary ketones. Diagnosis:Despite the blood glucose level being within normal range, the patient's clinical presentation, including severe acidosis (pH 7.16), low bicarbonate (2.8 mmol/L), elevated anion gap (24.9 mmol/L), and urinary ketones, pointed to EuDKA. The patient's use of Sitagliptin, a DPP-4 inhibitor, was identified as a likely precipitating factor. Interventions:Timely interventions, including fluid resuscitation, insulin therapy, and electrolyte correction, were promptly administered to manage the patient's metabolic abnormalities. Outcome:After receiving intensive treatment, the patient made a full recovery with normalization of metabolic parameters and no long-term complications. Lessons:This case emphasizes the importance of maintaining a high index of suspicion for EuDKA in trauma patients, particularly those on DPP-4 inhibitors. Early recognition and prompt intervention are crucial to preventing complications and ensuring positive outcomes. Further research is needed to explore the mechanisms linking DPP-4 inhibitors with EuDKA, especially in the context of metabolic stress like traumatic brain injury.",MEDICINE,2025,"Shammas, I; Seyaj, M; Altell, K; Sobeih, R; Asafrah, L; Burqan, M; Abuhalawa, M; Shahateet, M; Itkaidek, S",10.1097/MD.0000000000043562,,WOS:001536696500009,A
wos,WoS-queryA3.ris,JOUR,"Global Collaboration in Acute Care Clinical Research: Opportunities, Challenges, and Needs","The most impactful research in critical care comes from trials groups led by clinician-investigators who study questions arising through the day-to-day care of critically ill patients. The success of this model reflects both ""necessity"" the paucity of new therapies introduced through industry-led research and ""clinical reality"" nuanced modulation of standard practice can have substantial impact on clinically important outcomes. Success in a few countries has fueled efforts to build similar models around the world and to collaborate on an unprecedented scale in large international trials. International collaboration brings opportunity the more rapid completion of clinical trials, enhanced generalizability of the results of these trials, and a focus on questions that have evoked international curiosity. It has changed practice, improved outcomes, and enabled an international response to pandemic threats. It also brings challenges. Investigators may feel threatened by the loss of autonomy inherent in collaboration, and appropriate models of academic credit are yet to be developed. Differences in culture, practice, ethical frameworks, research experience, and resource availability create additional imbalances. Patient and family engagement in research is variable and typically inadequate. Funders are poorly equipped to evaluate and fund international collaborative efforts. Yet despite or perhaps because of these challenges, the discipline of critical care is leading the world in crafting new models of clinical research collaboration that hold the promise of not only improving the care of the most vulnerable patients in the healthcare system but also transforming the way that we conduct clinical research.",CRITICAL CARE MEDICINE,2017,"Marshall, JC",10.1097/CCM.0000000000002211,,WOS:000392464500020,A
wos,WoS-queryA3.ris,JOUR,Neurocognitive performance after cardiopulmonary resuscitation in pigs,"Objective: To test the feasibility of a neurocognitive test based on operant conditioning in a porcine model of cardiac arrest and cardiopulmonary resuscitation. Furthermore, to characterize the influence of different durations of cardiac arrest on cognitive performance and the accompanying neurohistopathological changes.",CRITICAL CARE MEDICINE,2008,"Fries, M; Nolte, K; Demir, F; Koffmann, K; Timper, A; Coburn, M; Weis, J; Rossaint, R",10.1097/CCM.0B013E3181653041,,WOS:000253450500025,A
wos,WoS-queryA3.ris,JOUR,Erythropoietin in post-resuscitation neurological recovery: is there light at the end of the tunnel?,"Studies show that erythropoietin, besides its critical role in hematopoiesis, provides neuroprotection in hypoxic-ischemic cerebral injury. Antiapoptotic, anti-inflammatory, angiogenetic, and neurotrophic properties of erythropoietin could increase indications, currently restricted to anemia in chronic renal failure and cancer, to hypoxic-ischemic cerebral insult.",SIGNA VITAE,2007,"Kupnik, D; Grmec, S",10.22514/SV21.042007.2,,WOS:000258882600002,A
