source_database,source_file,record_type,title,abstract,journal,year,authors,doi,pmid,accession_number,query_id
wos,WoS-queryA4.ris,JOUR,Cap-prevented recombination between terminal telomeric repeat arrays (telomere CPR) maintains telomeres in Kluyveromyces lactis lacking telomerase,"Deletion of the telomerase RNA gene (TER1) in the yeast Kluyveromyces lactis results in gradual loss of telomeric repeats and progressively declining cell growth capability (growth senescence). We show that this initial growth senescence is characterized by abnormally large, defectively dividing cells and is delayed when cells initially contain elongated telomeres. However, cells that survive the initial catastrophic senescence emerge relatively frequently, and their subsequent growth without telomerase is surprisingly efficient. Survivors have lengthened telomeres, often much longer than wild type, but that are still subject to gradual shortening. Production of these postsenescence survivors is strongly dependent on the RAD52 gene. We propose that shortened, terminal telomeric repeat tracts become uncapped, promoting recombinational repair between them to regenerate lengthened telomeres in survivors. This process, which we term telomere cap-prevented recombination (CPR) may be a general alternative telomere maintenance pathway in eukaryotes.",GENES & DEVELOPMENT,1996,"McEachern, MJ; Blackburn, EH",10.1101/gad.10.14.1822,,WOS:A1996UZ51500010,A
wos,WoS-queryA4.ris,JOUR,Family-authored ICU diaries to reduce fear in patients experiencing a cardiac arrest (FAID fear): A pilot randomized controlled trial,"Survivors of cardiac arrest (CA) and their family members often experience significant fear-based distress (cardiac fear; i.e., fear about the CA survivor's heart). Fear-based distress after CA is associated with higher rates of cardiac event recurrence and mortality in CA survivors. As posited in Dyadic Disruption Theory (DDT), cardiac fear in family members may contribute to the development of distress in CA survivors via socially-based mechanisms. Thus, interventions to reduce family distress may improve CA survivors' outcomes. ICU diaries are easy to implement and scalable and show promise for reducing distress after CA but are primarily targeted towards survivors. The primary aim of the Family-Authored ICU Diaries to reduce Fear in Patients Experiencing a CA (FAID Fear) pilot randomized controlled trial was to test feasibility of an ICU diary intervention targeted towards family member distress alone. Family members of patients hospitalized after CA (N = 16) were randomized 2:1 to receive the FAID Fear intervention or usual care. Intervention participants were provided brief instructions and were asked to write in the diary twice per week until the end of hospital care. Assessments occurred at baseline enrollment, end of hospital care, and 30 days later. Participants' mean age was 50.73 years (SD = 13.41; 80% cis-gender female; 60% White). Recruitment (16/25 referred; 64.0%), retention (14/16 enrolled; 87.5%), and intervention adherence (7/10 completed; 70%) were promising. Most agreed that the ICU diary intervention was appropriate (7/10 completed; 70.0%), feasible (9/10 completed; 90.0%]), and acceptable (8/10 completed; 80.0%). Fear was nonsignificantly lower in intervention participants (v. control) at end of hospital care and 30 days later. FAID Fear represents a first step in building theory-based dyadic interventions that can be implemented to support family members of CA survivors in the ICU, with potential to improve outcomes in CA survivors.",PLOS ONE,2023,"Cornelius, T; Mendieta, M; Cumella, RM; Veneros, DL; Tincher, IM; Agarwal, S; Kronish, I",10.1371/journal.pone.0288436,,WOS:001066222400042,A
wos,WoS-queryA4.ris,BOOK,NEAR-DEATH EXPERIENCES AND THE BRAIN,"This chapter presents an overview of neuroscientific approaches to the near-death experience (NDE) focusing on the possible roles of hypoxia, hypercarbia, neurochemicals such as endorphins and serotonin, unusual activity in the temporal lobes, and REM-state intrusions into wakeful consciousness. Recent claims that findings from NDE studies constitute a major challenge to the central assumptions of modern neuroscience are critically assessed. Such claims appear to be based upon a misconception of the so-called ""dying-brain hypothesis"" and misrepresentations of previous research. It is concluded that although the neuroscientific approach requires further refinement before a definitive and comprehensive account of NDEs can be provided, this approach holds the most promise with respect to understanding this powerful and intriguing aspect of human experience.",PSYCHOLOGICAL SCIENTIFIC PERSPECTIVES ON OUT-OF-BODY AND NEAR-DEATH EXPERIENCES,2009,"French, CC",,,WOS:000278452400014,A
wos,WoS-queryA4.ris,JOUR,Train-Associated Injuries Pose a Significant Burden on Trauma Care Systems of Emerging Economies,"Background The Indian railway system is the fourth largest in the world and causes about 15 deaths every day, due to intentional or unintentional reasons. This study presents a 5-year retrospective analysis of patients injured due to train-associated events, managed at a level-1 trauma center in India. Materials and methods Hospital-based trauma registry data of train-associated injuries presenting between 2012 and 2016 were analyzed. Data from 726 patients were analyzed for demographics, injury events, injury regions, their management and outcomes. ISS and NISS were used to quantify the injury severity. Results Mean age was 33 years, with male-to-female ratio 86 to 14%. The majority of patients (62%) were between 20-40 years. The median ISS was 9 (IQR 4-16), median hospital stays 11 days (IQR6-23), with in-hospital mortality of 17.4%. Presence of head injury; ISS > 9 and CPR in ED were independent risk factors of mortality. Trespassers on the rail track had significantly more severe injuries compared to passengers (Median ISS 13 vs. 9, p = 0.012; Median NISS 22 vs.17, p = 0.015); however, mortality and hospital length of stay were not significantly different. Location of injury event (on platform or tracks) showed no difference between the severity of injuries, mortality and hospital length of stay. Conclusions Current study reports comprehensive injury patterns and outcomes of train-associated injuries from a low- and middle-income country (LMIC). Apart from the mortality, there is a high incidence of permanent disabilities from extremity amputations. No significant difference was noted in the severity and outcomes among patients injured on or off train platforms, emphasizing the need for comprehensive safety measures including enforcement and promoting safe behavior not only on locations like train tracks but equally at platforms.",WORLD JOURNAL OF SURGERY,2020,"Bagaria, DK; Banerjee, N; Gupta, A; Kumar, S; Mishra, B; Choudhary, N; Kumar, A; Priyadarshini, P; Sagar, S; Pandey, RM",10.1007/s00268-020-05563-6,,WOS:000530978300001,A
wos,WoS-queryA4.ris,JOUR,Heart Rate Variability Analysis in an Experimental Model of Hemorrhagic Shock and Resuscitation in Pigs,Background,PLOS ONE,2015,"Salomao, E; Otsuki, DA; Correa, AL; Fantoni, DT; dos Santos, F; Irigoyen, MC; Auler, JO",10.1371/journal.pone.0134387,,WOS:000359062300034,A
wos,WoS-queryA4.ris,JOUR,A cost-effectiveness model of genetic testing for the evaluation of families with hypertrophic cardiomyopathy,"Background Traditional management of families with hypertrophic cardiomyopathy (HCM) involves periodic lifetime clinical screening of family members, an approach that does not identify all gene carriers owing to incomplete penetrance and significant clinical heterogeneity. Limitations in availability and cost have meant genetic testing is not part of routine clinical management for many HCM families.",HEART,2012,"Ingles, J; McGaughran, J; Scuffham, PA; Atherton, J; Semsarian, C",10.1136/heartjnl-2011-300368,,WOS:000302872000007,A
wos,WoS-queryA4.ris,JOUR,Impact on Diabetic Ketoacidosis Resolution After Implementation of a 2-Bfag Fluid Order Set,"Background: Diabetic ketoacidosis (DKA) is a serious acute complication of both type 1 and type 2 diabetes that requires prompt management. Limited data exist supporting the use of a 2-bag DKA protocol in adult patients across all levels of care. Objective: To evaluate the efficacy and safety of a 2-bag DKA protocol in comparison with a traditional DKA management strategy. Methods: Retrospective review of patients admitted with DKA between January 1, 2021, and February 28, 2022, at a single center. Patients were separated into 2 cohorts, traditional or 2-bag. The primary outcome was time to anion gap closure and/or beta-hydroxybutyrate normalization. Secondary outcomes include length of hospitalization, insulin infusion time, and hypoglycemic events. Results: One hundred forty-three patients had a DKA order set initiated during their admission, 59 in the traditional cohort and 84 in the 2-bag cohort. Mean time to anion gap closure was shorter in the 2-bag cohort (12.7 vs 16.9 hours; P = 0.005) and beta-hydroxybutyrate normalization (15.6 vs 25.6 hours; P = 0.026). No difference in hospital length of stay (4 vs 6 days; P = 0.113), duration of insulin infusion (41.6 vs 40.6 hours; P = 0.455), or rates of hypoglycemia (6 vs 4; P = 0.872) was seen. Conclusion and Relevance: Implementation of a 2-bag DKA protocol in the inpatient setting was associated with a shorter time to anion gap closure and beta-hydroxybutyrate normalization. These findings support the option of expansion of a 2-bag DKA protocol to adult patients across all levels of care irrespective of the admission diagnosis.",ANNALS OF PHARMACOTHERAPY,2023,"Gilchrist, HE; Hatton, CJ; Roginski, MA; Esteves, AM",10.1177/10600280231163838,,WOS:000963920400001,A
wos,WoS-queryA4.ris,JOUR,"Pediatric Sepsis Diagnosis, Management, and Sub-phenotypes","Sepsis and septic shock are major causes of morbidity, mortality, and health care costs for children worldwide, including >3 million deaths annually and, among survivors, risk for new or worsening functional impairments, including reduced quality of life, new respiratory, nutritional, or technological assistance, and recurrent severe infections. Advances in understanding sepsis pathophysiology highlight a need to update the definition and diagnostic criteria for pediatric sepsis and septic shock, whereas new data support an increasing role for automated screening algorithms and biomarker combinations to assist earlier recognition. Once sepsis or septic shock is suspected, attention to prompt initiation of broad-spectrum empiric antimicrobial therapy, fluid resuscitation, and vasoactive medications remain key components to initial management with several new and ongoing studies offering new insights into how to optimize this approach. Ultimately, a key goal is for screening to encompass as many children as possible at risk for sepsis and trigger early treatment without increasing unnecessary broad-spectrum antibiotics and preventable hospitalizations. Although the role for adjunctive treatment with corticosteroids and other metabolic therapies remains incompletely defined, ongoing studies will soon offer updated guidance for optimal use. Finally, we are increasingly moving toward an era in which precision therapeutics will bring novel strategies to improve outcomes, especially for the subset of children with sepsis-induced multiple organ dysfunction syndrome and sepsis subphenotypes for whom antibiotics, fluid, vasoactive medications, and supportive care remain insufficient.",PEDIATRICS,2024,"Weiss, SL; Fitzgerald, JC",10.1542/peds.2023-062967,,WOS:001163496800034,A
wos,WoS-queryA4.ris,JOUR,Rational and design of the T-STORHM Study: A prospective randomized trial comparing fresh whole blood to blood components for acutely bleeding trauma patients,"Massive hemorrhage remains the main cause of preventable death in combat settings and is also the main cause of year loss in developing countries. The management of these patients relies on blood transfusion and surgery. Time is a key factor, related to survival. Recent events highlight the need to be more efficient in the transfusion supply during terror attacks or mass casualties in civilian settings. Blood components therapy with a 1:1:1 ratio is associated with a decrease of mortality but encounters many logistic issues in those circumstances. Whole blood provides in one bag all the blood components in physiologic proportions with minimal amount of additive solution. Whole blood has been implemented in military as well as civilian settings worldwide. However, direct comparisons with component therapy in prospective clinical trials are scarce. Here we present the rational and the design of the T-STORHM (Trauma-Sang TOtal dans les Hemorragies Massives) trial. This prospective randomized multicentric clinical trial will test low titer group O whole blood to components therapy in the in-hospital management of trauma patients with massive hemorrhage. Sample size calculation, primary and secondary endpoints as trial blood products preparations are discussed. The trial is expected to start in 2019 in 6 civilians and military trauma centers. The French Military Health Service is promoting the study in collaboration with the French transfusion public service (Etablissement francais du sang). (C) 2019 Societe francaise de transfusion sanguine (SFTS). Published by Elsevier Masson SAS. All rights reserved.",TRANSFUSION CLINIQUE ET BIOLOGIQUE,2019,"Martinaud, C; Tiberghien, P; Bégué, S; Sailliol, A; Gross, S; Pouget, T; Ausset, S",10.1016/j.tracli.2019.09.004,,WOS:000504370600002,A
wos,WoS-queryA4.ris,JOUR,Risk Factors for Intraoperative Hypotension During Decompressive Craniectomy in traumatic Brain Injury Patients,"BACKGROUND: Decompressive craniectomy (DC) is an important therapy for treating intracranial pressure elevation following traumatic brain injury (TBI). During this procedure, about one-third of patients become complicated with intraoperative hypotension (IH), which is associated with abruptly decreasing sympathetic activity resulting from brain decompression. This study aimed to identify factors associated with IH during DC procedures and the mortality rate in these patients.",WORLD NEUROSURGERY,2022,"Saengrung, S; Kaewborisutsakul, A; Tunthanathip, T; Phuenpathom, N; Taweesomboonyat, C",10.1016/j.wneu.2022.03.102,,WOS:000836560300031,A
wos,WoS-queryA4.ris,JOUR,Patent foramen ovale is an important predictor of adverse outcome in patients with major pulmonary embolism,"Background-Right-to-left shunt through a patent foramen ovale is frequently diagnosed by contrast echocardiography and can be particularly prominent in the presence of elevated pressures in the right side of the heart. Its prognostic significance in patients with pulmonary thromboembolism, however, is unknown.",CIRCULATION,1998,"Konstantinides, S; Geibel, A; Kasper, W; Olschewski, M; Blümel, L; Just, H",10.1161/01.CIR.97.19.1946,,WOS:000073647100012,A
wos,WoS-queryA4.ris,JOUR,2023 Update on Sepsis and Septic Shock in Adult Patients: Management in the Emergency Department,"Background: Sepsis/septic shock is a life-threatening and time-dependent condition that requires timely management to reduce mortality. This review aims to update physicians with regard to the main pillars of treatment for this insidious condition. Methods: PubMed, Scopus, and EMBASE were searched from inception with special attention paid to November 2021-January 2023. Results: The management of sepsis/septic shock is challenging and involves different pathophysiological aspects, encompassing empirical antimicrobial treatment (which is promptly administered after microbial tests), fluid (crystalloids) replacement (to be established according to fluid tolerance and fluid responsiveness), and vasoactive agents (e.g., norepinephrine (NE)), which are employed to maintain mean arterial pressure above 65 mmHg and reduce the risk of fluid overload. In cases of refractory shock, vasopressin (rather than epinephrine) should be combined with NE to reach an acceptable level of pressure control. If mechanical ventilation is indicated, the tidal volume should be reduced from 10 to 6 mL/kg. Heparin is administered to prevent venous thromboembolism, and glycemic control is recommended. The efficacy of other treatments (e.g., proton-pump inhibitors, sodium bicarbonate, etc.) is largely debated, and such treatments might be used on a case-to-case basis. Conclusions: The management of sepsis/septic shock has significantly progressed in the last few years. Improving knowledge of the main therapeutic cornerstones of this challenging condition is crucial to achieve better patient outcomes.",JOURNAL OF CLINICAL MEDICINE,2023,"Guarino, M; Perna, B; Cesaro, AE; Maritati, M; Spampinato, MD; Contini, C; De Giorgio, R",10.3390/jcm12093188,,WOS:000987612300001,A
wos,WoS-queryA4.ris,JOUR,"Trauma Mortality in Mature Trauma Systems: Are We Doing Better? An Analysis of Trauma Mortality Patterns, 1997-2008","Background: Advances in care such as damage control surgery, hemostatic resuscitation, protocol-driven cerebral perfusion management, and lung-protective ventilation have promised to improve survival after major trauma. We examined injury severity, mortality, and preventability in a mature trauma system during a 12-year period to assess the overall benefits of these and other improvements.",JOURNAL OF TRAUMA-INJURY INFECTION AND CRITICAL CARE,2010,"Dutton, RP; Stansbury, LG; Leone, S; Kramer, E; Hess, JR; Scalea, TM",10.1097/TA.0b013e3181bbfe2a,,WOS:000281760800034,A
wos,WoS-queryA4.ris,JOUR,Clinical features and practice patterns of treatment for adrenal crisis: a nationwide cross-sectional study in Japan,"Context: Adrenal crisis is an endocrine emergency that requires prompt diagnosis and treatment. However, the clinical features and practice patterns of treatment for adrenal crisis are not completely understood.",EUROPEAN JOURNAL OF ENDOCRINOLOGY,2017,"Ono, Y; Ono, S; Yasunaga, H; Matsui, H; Fushimi, K; Tanaka, Y",10.1530/EJE-16-0803,,WOS:000395897500015,A
wos,WoS-queryA4.ris,JOUR,Difficulties and Countermeasures in Hospital Emergency Management for Fast-Lane Treatment of Acute Stroke During the COVID-19 Epidemic Prevention and Control,"Background: Coronavirus disease 2019 (COVID-19) has a long incubation period and a high degree of infectivity. Patients may not show specific signs or symptoms of upper respiratory tract infection, and the age of onset is similar to that of stroke. Furthermore, an increase in neurological conditions, specifically acute cerebrovascular disease, has been detected. Providing emergency treatment for acute stroke in accordance with the strict epidemic control measures is currently one of the main challenges, as acute stroke is rapid onset and a major cause of death and disability globally. We aimed to evaluate the emergency treatment system for acute stroke during the epidemic control period to provide a reference and basis for informing government and medical institutions on improving patient treatment rates during this period.",FRONTIERS IN NEUROLOGY,2020,"Yang, HJ; Chen, ZH; Fan, YS; Xiang, L; Hu, XH; Wu, T; Xiao, B; Feng, L; Zhao, ZH; Chi, YF; Zhang, MQ",10.3389/fneur.2020.604907,,WOS:000597293100001,A
